phrase_line_number,microsoft_id
1705,3085418
1706,3085482
1707,935356
1708,935814
1709,191147
1710,190926
1711,969268
1712,969512
1713,2293452
1714,2293335
1715,1469634
1716,1469628
1717,218865
1718,218943
1719,3264487
1720,3264279
1721,433401
1722,433483
1723,3215697
1724,3215805
1725,862166
1726,862139
1727,1334494
1728,1334313
1729,1605217
1730,1605529
1731,129775
1732,129858
1733,683098
1734,683086
1735,2841042
1736,2841352
1737,969653
1738,969187
1739,2007775
1740,2007675
1741,2760412
1742,2760363
1743,221084
1744,221029
1745,264040
1746,263934
1747,2672787
1748,2672875
1749,283605
1750,283688
1751,58974
1752,58799
1753,130088
1754,130000
1755,508365
1756,508460
1757,1219326
1758,1219390
1759,1462783
1760,1462738
1761,3256831
1762,3256720
1763,2380347
1764,2380299
1765,1995575
1766,1995509
1767,3225453
1768,3225105
1769,1947223
1770,1946989
1771,1757283
1772,1757308
1773,1808889
1774,1808862
1775,1934804
1776,1934970
1777,261658
1778,261770
1779,1917209
1780,1917198
1781,356719
1782,356779
1783,1097469
1784,1097432
1785,1383727
1786,1383455
1787,134822
1788,134511
1789,1756866
1790,1757157
1791,2410088
1792,2410144
1793,2226071
1794,2226418
1795,686191
1796,686680
1797,1506823
1798,1506887
1799,610530
1800,610589
1801,276517
1802,276503
1803,3365018
1804,3364781
1805,1693258
1806,1693211
1807,3417159
1808,3417350
1809,1312090
1810,1312303
1811,2548947
1812,2548991
1813,885713
1814,885612
1815,2501070
1816,2501020
1817,596187
1818,596162
1819,758885
1820,758953
1821,1037070
1822,1037058
1823,3003058
1824,3002971
1825,1200551
1826,1200491
1827,699859
1828,699921
1829,2388841
1830,2388955
1831,2518638
1832,2518552
1833,571573
1834,572108
1835,1045708
1836,1045746
1837,2548466
1838,2548379
1839,356819
1840,356952
1841,690579
1842,690843
1843,3285323
1844,3285347
1845,893926
1846,894135
1847,2345492
1848,2345576
1849,986604
1850,986929
1851,1055255
1852,1054938
1853,919802
1854,919940
1855,1629440
1856,1629411
1857,13714
1858,13893
1859,81231
1860,81444
1861,1550449
1862,1550546
1863,490013
1864,490501
1865,490006
1866,490021
1867,3099585
1868,3099597
1869,1588250
1870,1588119
1871,238217
1872,238191
1873,2630841
1874,2630710
1875,2046155
1876,2046135
1877,1390382
1878,1390347
1879,332716
1880,332382
1881,240349
1882,240386
1883,1462692
1884,1462504
1885,1536272
1886,1536229
1887,177077
1888,176977
1889,1042503
1890,1042400
1891,3098063
1892,3098011
1893,428383
1894,428434
1895,2653985
1896,2653948
1897,1629891
1898,1629387
1899,1157432
1900,1157403
1901,1012647
1902,1012032
1903,1464799
1904,1464834
1905,2333026
1906,2333112
1907,1465159
1908,1465425
1909,2762932
1910,2763294
1911,1686095
1912,1686562
1913,1559232
1914,1559136
1915,798702
1916,798520
1917,495194
1918,495219
1919,1144182
1920,1144129
1921,615871
1922,615961
1923,1669281
1924,1669232
1925,2250251
1926,2250205
1927,1782592
1928,1782249
1929,3286327
1930,3286227
1931,1837885
1932,1838251
1933,2833658
1934,2833706
1935,2942579
1936,2942542
1937,1868647
1938,1868598
1939,1353352
1940,1353193
1941,3273136
1942,3273222
1943,1669253
1944,1669208
1945,2742787
1946,2742873
1947,3289371
1948,3289359
1949,2565078
1950,2565463
1951,1488446
1952,1488424
1953,1716177
1954,1716086
1955,1334303
1956,1334069
1957,2338162
1958,2337960
1959,2186854
1960,2186909
1961,368271
1962,368005
1963,2141812
1964,2141906
1965,747199
1966,747455
1967,2746767
1968,2746373
1969,1615615
1970,1615714
1971,411079
1972,411090
1973,1013865
1974,1013870
1975,2464935
1976,2464876
1977,649943
1978,649933
1979,496246
1980,496023
1981,3428489
1982,3428523
1983,2654547
1984,2654508
1985,257477
1986,257564
1987,3145536
1988,3145276
1989,1454756
1990,1454692
1991,3153528
1992,3153666
1993,2477153
1994,2476767
1995,1112041
1996,1111843
1997,811019
1998,811055
1999,629292
2000,629319
2001,2439549
2002,2439478
2003,3454292
2004,3454318
2005,1048282
2006,1047920
2007,3389014
2008,3388962
2009,1685023
2010,1684889
2011,710770
2012,710508
2013,1896884
2014,1896872
2015,1007185
2016,1007100
2017,2221840
2018,2221924
2019,1787828
2020,1787922
2021,1381716
2022,1381439
2023,1840021
2024,1839984
2025,1147505
2026,1147306
2027,543533
2028,543490
2029,2776610
2030,2776662
2031,163731
2032,163980
2033,2090432
2034,2090177
2035,1957071
2036,1956989
2037,347461
2038,347487
2039,2637189
2040,2637368
2041,1967667
2042,1967588
2043,774657
2044,774795
2045,1117174
2046,1117202
2047,1725788
2048,1725686
2049,2475398
2050,2475319
2051,1787709
2052,1787780
2053,2529576
2054,2529527
2055,758288
2056,758197
2057,3398909
2058,3398631
2059,121939
2060,122056
2061,1401862
2062,1401697
2063,3333475
2064,3333554
2065,646343
2066,646391
2067,3103374
2068,3103410
2069,3422952
2070,3422979
2071,224125
2072,224096
2073,1225768
2074,1226304
2075,786949
2076,786522
2077,2515727
2078,2515696
2079,2274833
2080,2274855
2081,1639471
2082,1639562
2083,2481631
2084,2481756
2085,3085781
2086,3085978
2087,1087225
2088,1087091
2089,2254011
2090,2254045
2091,3035919
2092,3035789
2093,1680943
2094,1680914
2095,2620044
2096,2620063
2097,922819
2098,922554
2099,3283140
2100,3283178
2101,3150044
2102,3150089
2103,3319098
2104,3319119
2105,3059628
2106,3059555
2107,1463005
2108,1463165
2109,3185728
2110,3185755
2111,1686168
2112,1686562
2113,4142
2114,4083
2115,1035681
2116,1035633
2117,739972
2118,740735
2119,2381709
2120,2381590
2121,953749
2122,953537
2123,1967579
2124,1967665
2125,889609
2126,889733
2127,1079804
2128,1079345
2129,2794042
2130,2793971
2131,1806953
2132,1806923
2133,1967657
2134,1967576
2135,438985
2136,438751
2137,2527854
2138,2527941
2139,3317425
2140,3317361
2141,843200
2142,843043
2143,2453492
2144,2453420
2145,2248645
2146,2248784
2147,515763
2148,515591
2149,1322404
2150,1322351
2151,2057710
2152,2057592
2153,2467983
2154,2467943
2155,374820
2156,375390
2157,1953302
2158,1953417
2159,1465145
2160,1464851
2161,258848
2162,259011
2163,869211
2164,869467
2165,1881958
2166,1882006
2167,53570
2168,53604
2169,3102255
2170,3102709
2171,1787626
2172,1787470
2173,2986651
2174,2987222
2175,1447877
2176,1447624
2177,2310787
2178,2311604
2179,3020767
2180,3020597
2181,548865
2182,548783
2183,408890
2184,408992
2185,1598630
2186,1598710
2187,1380707
2188,1380520
2189,739677
2190,739938
2191,2759665
2192,2759733
2193,701817
2194,701797
2195,2830962
2196,2830944
2197,523349
2198,523357
2199,2662088
2200,2662047
2201,3323113
2202,3323175
2203,2613350
2204,2613441
2205,185364
2206,185384
2207,3045264
2208,3045266
2209,407798
2210,407700
2211,557121
2212,557022
2213,1112955
2214,1112907
2215,1568539
2216,1568626
2217,123536
2218,123665
2219,1565915
2220,1566255
2221,1919416
2222,1919692
2223,1995534
2224,1995506
2225,1005521
2226,1005318
2227,377367
2228,377251
2229,1355539
2230,1355674
2231,1793116
2232,1793281
2233,481930
2234,481977
2235,312707
